"attack_id","requirement_id","attack_class","attack_result","finding","verdict_impact"
"ATK-0235","MN-HF1606-REQ-005","TAXONOMY_MAPPING","SURVIVED","2 normalized type(s) preserved.","NONE"
"ATK-0236","MN-HF1606-REQ-005","EVIDENCE_DERIVATION","SURVIVED","Trace and ledger evidence sets match.","NONE"
"ATK-0237","MN-HF1606-REQ-005","FUNCTIONAL_PERFORMANCE","SURVIVED","Performance state NONE is supported.","NONE"
"ATK-0238","MN-HF1606-REQ-005","EVIDENCE_SCOPE","SURVIVED","0 restrictive scope statement(s) preserved.","NONE"
"ATK-0239","MN-HF1606-REQ-005","MATERIAL_RESIDUAL","SURVIVED","Residual state is consistent.","NONE"
"ATK-0240","MN-HF1606-REQ-005","CONFIDENCE","SURVIVED","Confidence and counterfactual are sufficient.","NONE"
"ATK-0241","MN-HF1606-REQ-006","CENTRAL_DUTY","SURVIVED","Central duty is concrete.","NONE"
"ATK-0242","MN-HF1606-REQ-006","APPLICABILITY","FAILED","Applicability remains uncertain.","UNRESOLVED_REQUIRED"
"ATK-0243","MN-HF1606-REQ-006","TAXONOMY_MAPPING","SURVIVED","1 normalized type(s) preserved.","NONE"
"ATK-0244","MN-HF1606-REQ-006","EVIDENCE_DERIVATION","SURVIVED","Trace and ledger evidence sets match.","NONE"
"ATK-0245","MN-HF1606-REQ-006","FUNCTIONAL_PERFORMANCE","SURVIVED","Performance state NONE is supported.","NONE"
"ATK-0246","MN-HF1606-REQ-006","EVIDENCE_SCOPE","SURVIVED","0 restrictive scope statement(s) preserved.","NONE"
"ATK-0247","MN-HF1606-REQ-006","MATERIAL_RESIDUAL","SURVIVED","Residual state is consistent.","NONE"
"ATK-0248","MN-HF1606-REQ-006","CONFIDENCE","SURVIVED","Confidence and counterfactual are sufficient.","NONE"
"ATK-0249","MN-HF1606-REQ-007","CENTRAL_DUTY","SURVIVED","Central duty is concrete.","NONE"
"ATK-0250","MN-HF1606-REQ-007","APPLICABILITY","SURVIVED","Applicability is NON_ARCHITECTURAL.","NONE"
"ATK-0251","MN-HF1606-REQ-007","TAXONOMY_MAPPING","SURVIVED","1 normalized type(s) preserved.","NONE"
"ATK-0252","MN-HF1606-REQ-007","EVIDENCE_DERIVATION","SURVIVED","Trace and ledger evidence sets match.","NONE"
"ATK-0253","MN-HF1606-REQ-007","FUNCTIONAL_PERFORMANCE","SURVIVED","Performance state NONE is supported.","NONE"
"ATK-0254","MN-HF1606-REQ-007","EVIDENCE_SCOPE","SURVIVED","0 restrictive scope statement(s) preserved.","NONE"
"ATK-0255","MN-HF1606-REQ-007","MATERIAL_RESIDUAL","SURVIVED","Residual state is consistent.","NONE"
"ATK-0256","MN-HF1606-REQ-007","CONFIDENCE","SURVIVED","Confidence and counterfactual are sufficient.","NONE"
"ATK-0257","MN-HF1606-REQ-008","CENTRAL_DUTY","SURVIVED","Central duty is concrete.","NONE"
"ATK-0258","MN-HF1606-REQ-008","APPLICABILITY","SURVIVED","Applicability is ARCHITECTURAL.","NONE"
"ATK-0259","MN-HF1606-REQ-008","TAXONOMY_MAPPING","SURVIVED","1 normalized type(s) preserved.","NONE"
"ATK-0260","MN-HF1606-REQ-008","EVIDENCE_DERIVATION","SURVIVED","Trace and ledger evidence sets match.","NONE"
"ATK-0261","MN-HF1606-REQ-008","FUNCTIONAL_PERFORMANCE","SURVIVED","Performance state NONE is supported.","NONE"
"ATK-0262","MN-HF1606-REQ-008","EVIDENCE_SCOPE","SURVIVED","0 restrictive scope statement(s) preserved.","NONE"
"ATK-0263","MN-HF1606-REQ-008","MATERIAL_RESIDUAL","SURVIVED","Residual state is consistent.","NONE"
"ATK-0264","MN-HF1606-REQ-008","CONFIDENCE","SURVIVED","Confidence and counterfactual are sufficient.","NONE"
"ATK-0265","MN-HF1606-REQ-009","CENTRAL_DUTY","SURVIVED","Central duty is concrete.","NONE"
"ATK-0266","MN-HF1606-REQ-009","APPLICABILITY","SURVIVED","Applicability is NON_ARCHITECTURAL.","NONE"
"ATK-0267","MN-HF1606-REQ-009","TAXONOMY_MAPPING","SURVIVED","2 normalized type(s) preserved.","NONE"
"ATK-0268","MN-HF1606-REQ-009","EVIDENCE_DERIVATION","SURVIVED","Trace and ledger evidence sets match.","NONE"
"ATK-0269","MN-HF1606-REQ-009","FUNCTIONAL_PERFORMANCE","SURVIVED","Performance state NONE is supported.","NONE"
"ATK-0270","MN-HF1606-REQ-009","EVIDENCE_SCOPE","SURVIVED","0 restrictive scope statement(s) preserved.","NONE"
"ATK-0271","MN-HF1606-REQ-009","MATERIAL_RESIDUAL","SURVIVED","Residual state is consistent.","NONE"
"ATK-0272","MN-HF1606-REQ-009","CONFIDENCE","SURVIVED","Confidence and counterfactual are sufficient.","NONE"
